#NAME?,NIKKEI 225 STOCK AVERAGE - PRICE INDEX,MSCI JAPAN - PRICE INDEX,TOPIX - PRICE INDEX,MSCI HONG KONG - PRICE INDEX,S&P HONG KONG BMI - PRICE INDEX,HANG SENG - PRICE INDEX,KOREA SE KOSPI 200 - PRICE INDEX,MSCI KOREA - PRICE INDEX,KOREA SE COMPOSITE (KOSPI) - PRICE INDEX
9/12/2012,115.06,5.852,9.53,1463,47.707,2588.82,0.23,0.5,1.73
9/13/2012,116.16,5.903,9.61,1462.802,47.681,2585.26,0.23,0.499,1.73
9/14/2012,116.94,5.943,9.66,1501.041,48.875,2661.38,0.24,0.52,1.8
9/17/2012,116.21,5.906,9.6,1504.584,48.932,2664.79,0.24,0.519,1.79
9/18/2012,116.06,5.93,9.65,1505.469,48.879,2657.47,0.24,0.518,1.79
9/19/2012,117.95,6.011,9.77,1514.04,49.205,2688.12,0.24,0.519,1.8
9/20/2012,116.13,5.922,9.63,1493.964,48.639,2655.84,0.23,0.51,1.77
9/21/2012,116.56,5.945,9.68,1495.435,48.719,2674.43,0.24,0.514,1.79
9/24/2012,116.46,5.94,9.68,1498.307,48.865,2669.4,0.24,0.514,1.79
9/25/2012,116.74,5.967,9.73,1496.522,48.813,2669.65,0.23,0.512,1.78
9/26/2012,114.51,5.845,9.55,1489.551,48.549,2647.29,0.23,0.508,1.77
9/27/2012,115.19,5.879,9.6,1504.764,48.964,2677.67,0.23,0.513,1.78
9/28/2012,114.01,5.805,9.48,1515.807,49.31,2687.95,0.24,0.517,1.8
10/1/2012,112.69,5.746,9.38,1515.632,49.283,2687.64,0.24,0.517,1.8
10/2/2012,112.58,5.746,9.37,1515.472,49.386,2687.36,0.24,0.517,1.79
10/3/2012,111.38,5.684,9.26,1530.641,49.799,2693.26,0.24,0.517,1.79
10/4/2012,112.49,5.754,9.37,1521.565,49.559,2696.21,0.24,0.515,1.79
10/5/2012,112.63,5.745,9.37,1527.329,49.839,2710.29,0.24,0.516,1.8
10/8/2012,113.4,5.785,9.43,1519.839,49.522,2686.24,0.23,0.512,1.78
10/9/2012,112.16,5.706,9.31,1521.975,49.554,2700.68,0.23,0.511,1.78
10/10/2012,109.76,5.612,9.15,1518.617,49.379,2698.51,0.23,0.501,1.75
10/11/2012,108.86,5.578,9.09,1501.673,48.999,2708.71,0.23,0.497,1.73
10/12/2012,108.92,5.624,9.17,1504.27,49.188,2726.81,0.23,0.497,1.74
10/15/2012,108.91,5.634,9.18,1506.603,49.215,2728.4,0.23,0.495,1.73
10/16/2012,110.28,5.7,9.28,1513.43,49.383,2735.97,0.23,0.502,1.75
10/17/2012,111.86,5.768,9.4,1521.894,49.599,2762.88,0.23,0.507,1.77
10/18/2012,113.36,5.831,9.49,1526.606,49.811,2776.48,0.23,0.51,1.77
10/19/2012,113.41,5.836,9.5,1524.478,49.733,2780.8,0.23,0.505,1.76
10/22/2012,112.89,5.8,9.44,1535.003,50.049,2799.66,0.23,0.504,1.76
10/23/2012,112.99,5.77,9.39,1535.008,50.099,2799.67,0.23,0.499,1.75
10/24/2012,112.17,5.715,9.31,1561.586,50.799,2808.17,0.23,0.494,1.73
10/25/2012,112.96,5.752,9.37,1563.565,50.865,2814.09,0.23,0.502,1.75
10/26/2012,112.28,5.711,9.32,1552.06,50.491,2780.03,0.23,0.493,1.72
10/29/2012,111.88,5.682,9.28,1529.476,49.891,2775.56,0.23,0.495,1.73
10/30/2012,111.11,5.646,9.22,1527.629,49.879,2764.93,0.23,0.499,1.74
10/31/2012,111.7,5.696,9.29,1537.271,50.194,2792.47,0.23,0.502,1.75
11/1/2012,111.64,5.682,9.28,1549.153,50.552,2815.71,0.23,0.496,1.74
11/2/2012,112.4,5.721,9.34,1572.374,51.262,2853.05,0.23,0.503,1.76
11/5/2012,112.35,5.716,9.33,1570.836,51.158,2839.51,0.23,0.499,1.75
11/6/2012,111.78,5.689,9.28,1569.171,51.08,2831.45,0.23,0.505,1.77
11/7/2012,112.34,5.73,9.34,1576.506,51.35,2851.42,0.23,0.511,1.78
11/8/2012,110.7,5.651,9.21,1548.015,50.456,2782.49,0.23,0.503,1.76
11/9/2012,110.23,5.64,9.2,1536.16,50.176,2758.72,0.23,0.5,1.75
11/12/2012,109.25,5.579,9.1,1544.135,50.282,2765.03,0.23,0.498,1.75
11/13/2012,109.03,5.578,9.1,1530.608,49.875,2733.9,0.23,0.496,1.73
11/14/2012,108.01,5.518,9.01,1543.624,50.147,2766.51,0.23,0.5,1.75
11/15/2012,108.87,5.58,9.09,1531.307,49.908,2723.15,0.23,0.493,1.72
11/16/2012,111.04,5.682,9.24,1531.256,49.933,2729.57,0.22,0.488,1.7
11/19/2012,112.81,5.775,9.39,1537.707,50.163,2742.87,0.23,0.494,1.73
11/20/2012,111.85,5.726,9.32,1534.638,50.1,2739.09,0.23,0.501,1.75
11/21/2012,111.94,5.722,9.31,1545.524,50.378,2777.18,0.23,0.5,1.74
11/22/2012,113.47,5.786,9.41,1562.344,50.849,2805.27,0.23,0.504,1.75
11/23/2012,113.72,5.798,9.43,1575.541,51.225,2827.49,0.23,0.508,1.76
11/26/2012,114.33,5.84,9.49,1572.964,51.258,2820.87,0.23,0.506,1.76
11/27/2012,114.6,5.84,9.51,1575.292,51.27,2818.53,0.23,0.513,1.78
11/28/2012,113.76,5.791,9.43,1570.471,51.038,2801.1,0.23,0.509,1.76
11/29/2012,114.43,5.828,9.49,1583.771,51.469,2828.74,0.23,0.516,1.78
11/30/2012,114.54,5.831,9.48,1581.803,51.519,2842.6,0.23,0.515,1.79
12/3/2012,114.94,5.842,9.5,1571.069,51.33,2808.74,0.24,0.519,1.79
12/4/2012,115.29,5.872,9.56,1561.151,51.012,2812.87,0.24,0.517,1.79
12/5/2012,115.07,5.837,9.5,1585.356,51.685,2873.65,0.24,0.522,1.8
12/6/2012,115.91,5.882,9.58,1586.12,51.751,2870.93,0.24,0.523,1.8
12/7/2012,115.67,5.895,9.59,1581.724,51.667,2863.36,0.24,0.526,1.81
12/10/2012,115.79,5.882,9.58,1583.065,51.784,2874.39,0.24,0.528,1.81
12/11/2012,115.61,5.86,9.54,1586.509,51.872,2880.5,0.24,0.532,1.82
12/12/2012,115.54,5.864,9.54,1594.556,52.158,2903.64,0.24,0.535,1.84
12/13/2012,116.53,5.88,9.56,1590.078,52.078,2896.15,0.25,0.545,1.87
12/14/2012,116.62,5.903,9.59,1605.346,52.45,2916.89,0.25,0.541,1.86
12/17/2012,117.35,5.939,9.64,1597.237,52.187,2904.93,0.24,0.538,1.85
12/18/2012,118.15,5.991,9.73,1586.739,51.96,2902.49,0.25,0.541,1.86
12/19/2012,120.58,6.144,9.96,1593.572,52.145,2919.12,0.25,0.541,1.86
12/20/2012,118.96,6.127,9.94,1595.369,52.235,2923.83,0.25,0.541,1.86
12/21/2012,118.17,6.098,9.9,1589.234,52.054,2904.02,0.24,0.534,1.84
12/24/2012,117.22,6.05,9.82,1590.326,52.156,2908.32,0.24,0.536,1.85
12/25/2012,118.88,6.089,9.88,1590.326,52.156,2908.32,0.24,0.536,1.85
12/26/2012,119.42,6.094,9.9,1590.351,52.168,2908.36,0.24,0.535,1.85
12/27/2012,120.14,6.124,9.94,1593.307,52.305,2918.13,0.24,0.538,1.85
12/28/2012,120.74,6.159,9.99,1594.683,52.36,2924.02,0.25,0.542,1.87
12/31/2012,120.22,6.133,9.94,1595.295,52.309,2923.14,0.25,0.542,1.87
1/1/2013,120.22,6.133,9.94,1595.295,52.309,2923.14,0.25,0.542,1.87
1/2/2013,119.25,6.084,9.86,1632.849,53.423,3007.63,0.25,0.556,1.91
1/3/2013,119.7,6.107,9.9,1627.931,53.464,3018.83,0.25,0.553,1.9
1/4/2013,121.4,6.232,10.09,1636.286,53.705,3010.2,0.25,0.548,1.89
1/7/2013,120.81,6.196,10.04,1644.248,54.115,3009.97,0.25,0.548,1.89
1/8/2013,120.6,6.17,10.01,1637.678,53.909,2981.63,0.25,0.545,1.88
1/9/2013,120.42,6.167,10.01,1655.972,54.44,2995.14,0.25,0.543,1.88
1/10/2013,120.78,6.215,10.08,1664.207,54.67,3012.9,0.25,0.548,1.89
1/11/2013,121.26,6.227,10.09,1652.733,54.312,3001.12,0.25,0.547,1.89
1/14/2013,121.03,6.215,10.07,1653.485,54.445,3020.14,0.25,0.549,1.9
1/15/2013,122.72,6.312,10.22,1659.068,54.574,3016.05,0.25,0.542,1.88
1/16/2013,119.79,6.189,10.04,1661.174,54.619,3012.78,0.25,0.539,1.87
1/17/2013,118.66,6.149,9.96,1658.473,54.561,3010.47,0.25,0.539,1.87
1/18/2013,121.33,6.26,10.13,1669.129,54.927,3044.27,0.25,0.542,1.88
1/21/2013,119.69,6.215,10.08,1674.474,55.158,3042.79,0.25,0.538,1.87
1/22/2013,120.96,6.276,10.18,1677.61,55.277,3051.53,0.25,0.542,1.88
1/23/2013,118.44,6.179,10.03,1679.114,55.318,3048.45,0.24,0.536,1.86
1/24/2013,118.01,6.147,9.97,1688.655,55.541,3043.78,0.24,0.529,1.84
1/25/2013,120.1,6.219,10.08,1686.441,55.532,3041.11,0.24,0.521,1.81
1/28/2013,119.43,6.217,10.08,1683.395,55.425,3051.32,0.23,0.509,1.77
1/29/2013,119.88,6.27,10.16,1685.47,55.428,3048.94,0.24,0.52,1.81
1/30/2013,122.04,6.334,10.26,1695.212,55.777,3070.21,0.24,0.521,1.81
1/31/2013,122.05,6.358,10.3,1688.231,55.573,3059.7,0.24,0.52,1.8
2/1/2013,120.84,6.281,10.18,1687.715,55.63,3057.92,0.23,0.515,1.78
2/4/2013,121.48,6.368,10.31,1687.788,55.712,3054.53,0.24,0.519,1.8
2/5/2013,118.28,6.208,10.06,1655.409,54.746,2985.22,0.23,0.514,1.78
2/6/2013,122.55,6.407,10.36,1662.998,54.957,2999.2,0.23,0.512,1.78
2/7/2013,121.84,6.428,10.4,1660.381,54.755,2988.4,0.23,0.511,1.78
2/8/2013,120.27,6.38,10.32,1672.329,55.09,2993.74,0.23,0.515,1.78
2/11/2013,119.37,6.333,10.25,1672.165,55.077,2993.45,0.23,0.515,1.78
2/12/2013,122.18,6.441,10.41,1672.274,55.083,2993.65,0.24,0.517,1.78
2/13/2013,120.39,6.34,10.24,1672.133,55.131,2993.39,0.24,0.527,1.82
2/14/2013,121.51,6.353,10.26,1680.03,55.419,3019.28,0.24,0.53,1.83
2/15/2013,119.11,6.223,10.05,1683.849,55.553,3023.41,0.24,0.534,1.84
2/18/2013,121.37,6.335,10.24,1683.416,55.526,3015.33,0.24,0.531,1.83
2/19/2013,121.6,6.369,10.3,1671.945,55.144,2984.56,0.24,0.532,1.84
2/20/2013,122.41,6.425,10.39,1682.211,55.443,3005.7,0.25,0.546,1.88
2/21/2013,121.75,6.401,10.37,1657.445,54.642,2953.51,0.25,0.54,1.86
2/22/2013,122.14,6.384,10.34,1655.182,54.606,2937.48,0.25,0.541,1.86
2/25/2013,124.33,6.462,10.46,1654.791,54.566,2942.02,0.24,0.538,1.85
2/26/2013,124.31,6.509,10.54,1635.609,53.943,2902.58,0.24,0.534,1.84
2/27/2013,122.85,6.42,10.41,1653.839,54.433,2910.52,0.24,0.537,1.85
2/28/2013,125.29,6.526,10.58,1676.752,55.101,2968.49,0.25,0.543,1.87
3/1/2013,124.21,6.501,10.53,1674.632,55.109,2950.23,0.25,0.543,1.87
3/4/2013,124.93,6.56,10.64,1652.013,54.359,2905.91,0.24,0.535,1.84
3/5/2013,125.16,6.528,10.59,1651.18,54.325,2908.76,0.25,0.538,1.86
3/6/2013,127.59,6.617,10.73,1661.636,54.783,2936.81,0.25,0.542,1.87
3/7/2013,126.43,6.548,10.61,1670.382,55.013,2935.77,0.24,0.534,1.84
3/8/2013,127.71,6.553,10.61,1678.329,55.255,2976.92,0.24,0.531,1.84
3/11/2013,128.48,6.685,10.82,1684.409,55.379,2976.75,0.24,0.528,1.83
3/12/2013,128.29,6.676,10.79,1672.934,54.973,2951.04,0.24,0.525,1.82
3/13/2013,127.48,6.64,10.74,1656.498,54.443,2907.47,0.24,0.526,1.82
3/14/2013,128.81,6.676,10.8,1652.073,54.307,2915.28,0.24,0.52,1.81
3/15/2013,132.08,6.836,11.06,1637.769,53.963,2903.7,0.23,0.515,1.79
3/18/2013,128.78,6.686,10.84,1606.99,53.026,2845.2,0.23,0.507,1.77
3/19/2013,131.45,6.807,11.03,1617.932,53.369,2840.2,0.23,0.512,1.78
3/20/2013,130.55,6.76,10.95,1619.362,53.48,2867.32,0.23,0.505,1.76
3/21/2013,132.93,6.867,11.13,1626.109,53.684,2863.34,0.23,0.503,1.75
3/22/2013,130.58,6.782,10.99,1621.519,53.594,2848.9,0.23,0.501,1.74
3/25/2013,132.99,6.856,11.1,1626.411,53.728,2866.77,0.23,0.513,1.78
3/26/2013,132.37,6.839,11.08,1635.213,54.064,2875.34,0.24,0.517,1.79
3/27/2013,132.39,6.842,11.09,1648.359,54.454,2893.74,0.24,0.517,1.79
3/28/2013,131.21,6.797,11.03,1645.358,54.337,2872.68,0.24,0.517,1.79
3/29/2013,131.86,6.791,11.01,1645.358,54.337,2872.68,0.24,0.52,1.8
4/1/2013,130.12,6.631,10.73,1645.144,54.365,2872.31,0.24,0.516,1.79
4/2/2013,128.42,6.551,10.61,1656.512,54.623,2881.47,0.23,0.512,1.78
4/3/2013,133.13,6.72,10.88,1658.732,54.635,2877.71,0.23,0.511,1.77
4/4/2013,131.1,6.652,10.77,1658.469,54.595,2877.25,0.23,0.501,1.74
4/5/2013,132.07,6.785,10.97,1610.27,53.272,2797.71,0.22,0.49,1.7
4/8/2013,133.41,6.886,11.14,1606.431,53.141,2797.18,0.22,0.486,1.68
4/9/2013,133.25,6.88,11.13,1612.709,53.378,2816.98,0.22,0.487,1.69
4/10/2013,133.54,6.974,11.27,1628.02,53.831,2838.66,0.22,0.492,1.7
4/11/2013,136.1,7.156,11.52,1635.405,54.059,2847.42,0.23,0.499,1.73
4/12/2013,136.57,7.226,11.63,1639.845,54.18,2845.85,0.22,0.491,1.7
4/15/2013,135.52,7.185,11.58,1623.803,53.73,2804.72,0.22,0.492,1.71
4/16/2013,135.28,7.1,11.45,1615.346,53.539,2791.95,0.23,0.495,1.72
4/17/2013,137.14,7.216,11.64,1618.24,53.601,2778.61,0.22,0.493,1.72
4/18/2013,134.59,7.077,11.43,1615.541,53.448,2771.12,0.22,0.482,1.69
4/19/2013,134.18,7.028,11.35,1638.61,54.03,2835.61,0.22,0.487,1.71
4/22/2013,136.65,7.133,11.54,1646.07,54.378,2839.4,0.22,0.491,1.72
4/23/2013,136.17,7.108,11.51,1639.585,54.178,2808.52,0.22,0.487,1.71
4/24/2013,139.31,7.234,11.72,1661.7,54.815,2856.87,0.23,0.492,1.73
4/25/2013,139.97,7.278,11.79,1674.613,55.076,2885.05,0.23,0.5,1.75
4/26/2013,142.14,7.347,11.89,1680.103,55.171,2904.17,0.23,0.497,1.75
4/29/2013,141.46,7.312,11.83,1680.166,55.145,2909.51,0.23,0.497,1.75
4/30/2013,142.29,7.385,11.96,1684.97,55.266,2929.8,0.23,0.507,1.78
5/1/2013,141.76,7.338,11.9,1685.109,55.263,2930.04,0.23,0.507,1.78
5/2/2013,139.71,7.251,11.77,1677.847,55.157,2921.3,0.23,0.505,1.78
5/3/2013,138.41,7.184,11.66,1684.236,55.416,2924.35,0.23,0.509,1.79
5/6/2013,137.89,7.157,11.61,1702.584,55.932,2953.38,0.23,0.509,1.79
5/7/2013,143.13,7.388,12,1710.111,56.082,2969.91,0.23,0.506,1.79
5/8/2013,144.56,7.454,12.09,1717.64,56.335,2995.15,0.23,0.509,1.8
5/9/2013,142.91,7.334,11.9,1715.135,56.293,2991.54,0.24,0.514,1.81
5/10/2013,143.52,7.34,11.89,1725.125,56.554,3004.87,0.23,0.498,1.76
5/13/2013,145.29,7.482,12.11,1707.716,56.035,2962.12,0.23,0.496,1.75
5/14/2013,144.64,7.444,12.06,1702.945,55.873,2954.35,0.23,0.505,1.78
5/15/2013,147.39,7.585,12.23,1712.387,56.154,2969.06,0.23,0.503,1.77
5/16/2013,147.48,7.581,12.21,1710.548,56.18,2973.1,0.23,0.507,1.78
5/17/2013,147.01,7.544,12.17,1710.756,56.134,2973.46,0.23,0.507,1.78
5/20/2013,149.91,7.69,12.39,1740.607,56.808,3026.66,0.23,0.507,1.78
5/21/2013,149.99,7.693,12.39,1732.278,56.602,3010.66,0.23,0.509,1.78
5/22/2013,150.98,7.657,12.33,1727.061,56.413,2996.97,0.23,0.512,1.79
5/23/2013,142.79,7.284,11.72,1683.271,55.197,2920.09,0.23,0.498,1.74
5/24/2013,144.41,7.32,11.8,1683.194,55.243,2913.48,0.23,0.5,1.75
5/27/2013,139.92,7.082,11.42,1686.689,55.351,2922.05,0.23,0.504,1.76
5/28/2013,139.83,7.089,11.41,1697.167,55.727,2952.8,0.23,0.503,1.76
5/29/2013,141.97,7.243,11.68,1663.758,54.814,2905.15,0.23,0.505,1.77
5/30/2013,134.64,6.973,11.24,1642.399,54.212,2895.84,0.23,0.51,1.77
5/31/2013,136.42,6.963,11.25,1641.266,54.124,2884.55,0.23,0.509,1.77
6/3/2013,133.2,6.822,11.02,1633.784,53.861,2870.14,0.23,0.507,1.76
6/4/2013,135.14,6.97,11.24,1639.627,53.946,2871.42,0.23,0.511,1.77
6/5/2013,131.12,6.796,10.98,1604.679,52.902,2843.54,0.23,0.506,1.76
6/6/2013,131.17,6.752,10.88,1584.985,52.294,2813.31,0.23,0.506,1.76
6/7/2013,132.23,6.741,10.85,1572.282,51.956,2779.4,0.22,0.493,1.72
6/10/2013,136.31,6.961,11.22,1581.153,52.2,2784.04,0.22,0.49,1.71
6/11/2013,137.49,7.061,11.37,1558.166,51.304,2750.21,0.22,0.483,1.69
6/12/2013,138.87,7.112,11.46,1558.045,51.408,2750,0.22,0.48,1.68
6/13/2013,132.08,6.867,11.08,1542.584,50.866,2690.14,0.22,0.471,1.66
6/14/2013,134.13,6.929,11.17,1562.651,51.401,2701.43,0.22,0.477,1.68
6/17/2013,137.48,7.09,11.44,1590.494,52.337,2735.35,0.22,0.476,1.67
6/18/2013,136.07,7.045,11.36,1595.699,52.59,2735.6,0.22,0.479,1.68
6/19/2013,139.42,7.22,11.65,1583.556,52.232,2705.82,0.22,0.476,1.67
6/20/2013,132.69,6.893,11.13,1544.494,50.891,2628.27,0.21,0.459,1.62
6/21/2013,135.73,6.989,11.28,1521.577,50.14,2612.15,0.21,0.45,1.58
6/24/2013,133.87,6.909,11.17,1490.996,49.132,2553.86,0.2,0.441,1.55
6/25/2013,132.7,6.828,11.04,1498.994,49.221,2559.43,0.2,0.439,1.53
6/26/2013,131.72,6.803,10.97,1526.755,50.005,2621.4,0.2,0.441,1.54
6/27/2013,134.13,6.917,11.15,1532.757,50.337,2634.93,0.21,0.458,1.6
6/28/2013,137.69,7.078,11.41,1548.507,50.89,2682.1,0.21,0.467,1.63
7/1/2013,138.88,7.152,11.54,1548.691,50.92,2682.42,0.21,0.469,1.64
7/2/2013,140.42,7.238,11.67,1554.069,51.072,2664.55,0.21,0.467,1.64
7/3/2013,140.99,7.301,11.77,1519.767,50.088,2598.06,0.21,0.455,1.6
7/4/2013,140.15,7.251,11.7,1533.162,50.432,2639.76,0.21,0.46,1.61
7/5/2013,141.82,7.299,11.78,1557.8,51.099,2689.29,0.21,0.455,1.6
7/8/2013,139.58,7.186,11.6,1533.863,50.423,2653.73,0.2,0.447,1.58
7/9/2013,143.2,7.338,11.84,1541.971,50.645,2666.54,0.21,0.454,1.6
7/10/2013,144.01,7.397,11.94,1560.618,51.058,2695.06,0.21,0.456,1.61
7/11/2013,146.57,7.496,12.1,1594.721,52.052,2763.75,0.22,0.477,1.67
7/12/2013,145.9,7.491,12.09,1584.981,51.881,2742.55,0.22,0.474,1.66
7/15/2013,145.24,7.457,12.03,1578.869,51.71,2745.89,0.22,0.476,1.67
7/16/2013,147.04,7.559,12.19,1578.926,51.651,2747.19,0.22,0.475,1.67
7/17/2013,146.51,7.539,12.16,1578.372,51.606,2754.9,0.22,0.48,1.68
7/18/2013,147.17,7.53,12.14,1573.809,51.485,2751.39,0.22,0.473,1.67
7/19/2013,145.32,7.49,12.07,1573.801,51.481,2753.75,0.22,0.473,1.67
7/22/2013,147.4,7.585,12.23,1583.305,51.687,2760.5,0.22,0.476,1.68
7/23/2013,148.13,7.601,12.26,1611.508,52.455,2824.85,0.22,0.484,1.7
7/24/2013,147.07,7.551,12.18,1622.7,52.723,2831.94,0.22,0.488,1.72
7/25/2013,146.18,7.48,12.07,1614.837,52.48,2823.1,0.22,0.487,1.71
7/26/2013,143.99,7.365,11.89,1612.43,52.348,2832.25,0.22,0.489,1.72
7/29/2013,139.43,7.135,11.52,1608.123,52.238,2816.84,0.22,0.486,1.71
7/30/2013,141.45,7.247,11.71,1614.002,52.411,2830.76,0.22,0.49,1.72
7/31/2013,138.97,7.121,11.51,1612.834,52.311,2821.75,0.22,0.485,1.7
8/1/2013,141.15,7.264,11.72,1631.471,52.779,2847.87,0.22,0.486,1.71
8/2/2013,146.47,7.504,12.11,1643.909,53.207,2860.82,0.22,0.487,1.71
8/5/2013,144.62,7.439,12.02,1642.237,53.238,2864.83,0.22,0.489,1.72
8/6/2013,147.54,7.568,12.23,1628.254,52.85,2826.55,0.22,0.486,1.71
8/7/2013,143.14,7.395,11.96,1611.194,52.42,2783.28,0.22,0.476,1.68
8/8/2013,141.88,7.347,11.88,1613.663,52.528,2792.18,0.22,0.479,1.69
8/9/2013,141.45,7.33,11.85,1621.267,52.753,2811.76,0.22,0.48,1.69
8/12/2013,140,7.268,11.75,1641.548,53.339,2871.65,0.22,0.48,1.69
8/13/2013,141.22,7.288,11.78,1656.691,53.75,2906.48,0.22,0.49,1.72
8/14/2013,143.29,7.389,11.95,1656.714,53.768,2906.53,0.22,0.492,1.72
8/15/2013,140.57,7.283,11.77,1657.013,53.752,2906.46,0.22,0.492,1.72
8/16/2013,139.89,7.241,11.71,1655.959,53.658,2904.04,0.22,0.493,1.72
8/19/2013,140.42,7.252,11.73,1642.355,53.263,2896.8,0.22,0.491,1.72
8/20/2013,137.91,7.154,11.58,1604.704,52.224,2833.29,0.22,0.482,1.68
8/21/2013,137.42,7.087,11.48,1594.346,51.943,2813.5,0.22,0.478,1.67
8/22/2013,135.54,7.001,11.35,1589.835,51.816,2823.18,0.21,0.472,1.65
8/23/2013,138.73,7.157,11.59,1592.646,51.992,2819.22,0.22,0.481,1.67
8/26/2013,138.39,7.14,11.57,1600.494,52.18,2837.32,0.22,0.488,1.7
8/27/2013,139.32,7.201,11.67,1588.837,51.696,2820.25,0.22,0.486,1.69
8/28/2013,136.52,7.039,11.4,1566.067,51.014,2775.47,0.22,0.486,1.69
8/29/2013,136.74,7.004,11.34,1577.925,51.402,2798.65,0.22,0.497,1.72
8/30/2013,136.46,6.966,11.27,1587.19,51.668,2802.46,0.23,0.503,1.74
9/2/2013,136.61,6.948,11.25,1613.343,52.341,2859.73,0.23,0.506,1.75
9/3/2013,140.06,7.119,11.51,1624.437,52.668,2887.81,0.23,0.508,1.76
9/4/2013,141.2,7.181,11.62,1620.992,52.526,2878.78,0.23,0.51,1.77
9/5/2013,140.6,7.16,11.57,1637.897,52.951,2913.75,0.23,0.514,1.78
9/6/2013,140.11,7.177,11.6,1630.25,52.807,2916.56,0.23,0.517,1.79
9/9/2013,142.66,7.279,11.78,1634.426,53.036,2933.54,0.24,0.526,1.82
9/10/2013,143.62,7.321,11.85,1640.77,53.395,2962.96,0.24,0.534,1.84
9/11/2013,144.27,7.351,11.89,1644.711,53.381,2957.74,0.24,0.535,1.84
9/12/2013,145.16,7.381,11.95,1638.563,53.246,2960.25,0.24,0.535,1.85
9/13/2013,145.01,7.363,11.93,1635.608,53.095,2955.27,0.24,0.531,1.83
9/16/2013,145.81,7.404,12,1660.64,53.882,2998.72,0.24,0.54,1.86
9/17/2013,144.06,7.333,11.89,1658.974,53.996,2989.48,0.24,0.536,1.85
9/18/2013,146.61,7.443,12.06,1668.417,54.219,2981.31,0.24,0.536,1.85
9/19/2013,148.44,7.539,12.22,1703.856,55.461,3031.12,0.24,0.536,1.85
9/20/2013,147.98,7.548,12.24,1703.997,55.369,3031.37,0.24,0.536,1.85
9/23/2013,149.37,7.619,12.35,1692.644,54.978,3014.42,0.24,0.542,1.87
9/24/2013,149.3,7.59,12.31,1682.975,54.67,2989.36,0.25,0.543,1.87
9/25/2013,148.15,7.576,12.27,1687.273,54.769,2993.26,0.24,0.538,1.85
9/26/2013,149.55,7.612,12.33,1684.81,54.667,2982.25,0.24,0.541,1.87
9/27/2013,150.22,7.647,12.39,1692.143,54.896,2992.79,0.24,0.542,1.87
9/30/2013,147.32,7.501,12.17,1674.533,54.407,2947.71,0.24,0.537,1.86
10/1/2013,147.65,7.499,12.17,1674.843,54.458,2948.25,0.24,0.539,1.86
10/2/2013,145.68,7.446,12.08,1693.228,54.89,2963.96,0.24,0.54,1.86
10/3/2013,145.52,7.446,12.07,1703.686,55.188,2993.68,0.24,0.54,1.86
10/4/2013,144.38,7.392,11.98,1696.166,55.008,2983.82,0.24,0.542,1.87
10/7/2013,142.77,7.298,11.83,1687.272,54.781,2962.68,0.24,0.542,1.86
10/8/2013,143.32,7.314,11.86,1696.255,55.083,2989.22,0.25,0.544,1.87
10/9/2013,144.43,7.401,12.01,1688.014,54.9,2970.51,0.25,0.544,1.87
10/10/2013,144.71,7.406,12.01,1687.596,54.931,2959.66,0.24,0.544,1.86
10/11/2013,146.53,7.505,12.18,1704.295,55.412,2994.31,0.25,0.553,1.89
10/14/2013,146.81,7.519,12.2,1704.245,55.355,2994.22,0.25,0.552,1.89
10/15/2013,146.47,7.487,12.15,1710.997,55.633,3009.44,0.25,0.561,1.91
10/16/2013,146.33,7.465,12.11,1703.252,55.415,2995.36,0.25,0.56,1.91
10/17/2013,149.2,7.608,12.34,1702.421,55.48,2978.38,0.25,0.564,1.92
10/18/2013,148.94,7.601,12.33,1732.396,56.272,3010.28,0.26,0.569,1.93
10/21/2013,149.71,7.613,12.35,1733.986,56.35,3023.21,0.26,0.568,1.93
10/22/2013,149.9,7.625,12.37,1725.483,56.069,3007.56,0.26,0.568,1.94
10/23/2013,148.28,7.577,12.29,1718.871,55.875,2966.64,0.25,0.564,1.93
10/24/2013,148.77,7.611,12.36,1706.37,55.607,2945.24,0.25,0.564,1.93
10/25/2013,144.73,7.449,12.1,1696.118,55.341,2927.32,0.25,0.56,1.92
10/28/2013,147.33,7.552,12.26,1697.006,55.282,2941.51,0.25,0.566,1.93
10/29/2013,146.05,7.492,12.17,1684.901,54.939,2946.59,0.25,0.567,1.93
10/30/2013,147.76,7.562,12.27,1718.097,55.846,3005.61,0.26,0.571,1.94
10/31/2013,146.04,7.499,12.17,1707.869,55.577,2993.19,0.25,0.561,1.91
11/1/2013,143.77,7.384,11.98,1716.974,55.771,2999.03,0.25,0.565,1.92
11/4/2013,144.02,7.397,12,1712.319,55.717,2991.37,0.25,0.559,1.91
11/5/2013,144.35,7.397,12,1693.514,55.286,2972.1,0.25,0.557,1.9
11/6/2013,145.34,7.446,12.08,1692.837,55.262,2971.88,0.25,0.557,1.9
11/7/2013,143.66,7.37,11.96,1684.723,54.977,2951.76,0.25,0.554,1.89
11/8/2013,142.18,7.311,11.87,1678.778,54.754,2934.16,0.24,0.546,1.86
11/11/2013,143.79,7.363,11.95,1692.07,55.141,2975.43,0.24,0.542,1.84
11/12/2013,146.54,7.464,12.11,1678.858,54.815,2953.93,0.25,0.548,1.86
11/13/2013,146.53,7.466,12.11,1661.785,54.36,2897.41,0.24,0.537,1.83
11/14/2013,148.86,7.518,12.19,1671.851,54.683,2921.17,0.24,0.54,1.84
