#NAME?,NIKKEI 225 STOCK AVERAGE - PRICE INDEX,MSCI JAPAN - PRICE INDEX,TOPIX - PRICE INDEX,MSCI HONG KONG - PRICE INDEX,S&P HONG KONG BMI - PRICE INDEX,HANG SENG - PRICE INDEX,KOREA SE KOSPI 200 - PRICE INDEX,MSCI KOREA - PRICE INDEX,KOREA SE COMPOSITE (KOSPI) - PRICE INDEX
9/12/2005,117.43,7.212,11.93,1069.111,33.323,1958.29,0.15,0.321,1.13
9/13/2005,116.44,7.179,11.88,1061.879,33.08,1941.68,0.15,0.324,1.13
9/14/2005,116.61,7.201,11.92,1061.538,33.1,1944.25,0.15,0.327,1.14
9/15/2005,117.64,7.266,12.02,1057.362,33.012,1938.48,0.15,0.327,1.14
9/16/2005,116.4,7.208,11.94,1050.969,32.831,1930.61,0.15,0.326,1.14
9/19/2005,116.48,7.212,11.94,1050.849,32.837,1930.39,0.15,0.326,1.14
9/20/2005,117.98,7.335,12.14,1061.977,33.273,1963.64,0.15,0.33,1.15
9/21/2005,118.71,7.388,12.21,1059.466,33.195,1961.25,0.15,0.332,1.16
9/22/2005,117.99,7.348,12.16,1056.072,33.107,1956.02,0.15,0.334,1.17
9/23/2005,117.33,7.307,12.09,1053.567,33.005,1951.86,0.15,0.325,1.14
9/26/2005,119.2,7.458,12.34,1062.526,33.235,1968.94,0.15,0.332,1.17
9/27/2005,117.48,7.349,12.15,1057.566,33.072,1957.96,0.15,0.331,1.17
9/28/2005,118.52,7.498,12.36,1061.737,33.213,1961.59,0.15,0.336,1.18
9/29/2005,120.41,7.674,12.63,1071.568,33.596,1988.73,0.15,0.336,1.19
9/30/2005,119.77,7.574,12.46,1073.054,33.665,1988.79,0.15,0.331,1.17
10/3/2005,118.36,7.503,12.35,1074.837,33.708,1984.42,0.15,0.331,1.17
10/4/2005,120.32,7.567,12.45,1074.994,33.756,1983.09,0.15,0.337,1.19
10/5/2005,120.22,7.528,12.38,1062.27,33.375,1954.73,0.15,0.334,1.18
10/6/2005,117.73,7.338,12.09,1043.127,32.8,1913.39,0.15,0.325,1.15
10/7/2005,116.21,7.326,12.06,1043.669,32.842,1914.6,0.15,0.325,1.16
10/10/2005,115.74,7.296,12.01,1043.473,32.855,1920.6,0.15,0.332,1.18
10/11/2005,118.53,7.476,12.29,1043.305,32.844,1920.29,0.15,0.334,1.19
10/12/2005,117.74,7.466,12.3,1024.326,32.247,1878.66,0.15,0.326,1.17
10/13/2005,117.04,7.432,12.25,1026.795,32.288,1884.7,0.15,0.316,1.14
10/14/2005,117.59,7.437,12.25,1019.79,32.064,1867.47,0.15,0.316,1.14
10/17/2005,116.71,7.363,12.14,1021.277,32.084,1874.51,0.14,0.313,1.12
10/18/2005,115.27,7.304,12.02,1025.315,32.166,1881.37,0.14,0.315,1.13
10/19/2005,113.64,7.245,11.94,1011.164,31.695,1852.4,0.14,0.306,1.09
10/20/2005,114.23,7.268,11.98,1009.978,31.693,1857.04,0.14,0.308,1.1
10/21/2005,114.09,7.261,11.97,1015.355,31.811,1868.13,0.14,0.312,1.12
10/24/2005,113.65,7.23,11.94,1007.272,31.568,1857.06,0.14,0.312,1.12
10/25/2005,115.84,7.362,12.16,1007.224,31.562,1860.12,0.14,0.312,1.12
10/26/2005,115.69,7.362,12.16,1006.763,31.481,1864.72,0.14,0.314,1.13
10/27/2005,116.47,7.476,12.36,998.868,31.275,1854.54,0.14,0.313,1.12
10/28/2005,115.42,7.405,12.28,990.343,31.014,1833.46,0.14,0.306,1.09
10/31/2005,116.89,7.482,12.41,1001.125,31.324,1855.74,0.14,0.312,1.11
11/1/2005,118.87,7.616,12.63,1017.231,31.798,1879.79,0.15,0.32,1.14
11/2/2005,118.95,7.619,12.62,1018.337,31.897,1882.85,0.15,0.327,1.16
11/3/2005,118.64,7.6,12.59,1020.925,32.001,1883.35,0.15,0.329,1.17
11/4/2005,119.04,7.645,12.64,1015.555,31.903,1881.3,0.15,0.329,1.17
11/7/2005,119.4,7.684,12.73,1001.161,31.472,1853.05,0.15,0.326,1.16
11/8/2005,119.68,7.719,12.77,1000.137,31.456,1857.47,0.15,0.328,1.17
11/9/2005,119.86,7.671,12.67,1007.438,31.619,1881.96,0.15,0.33,1.17
11/10/2005,119.35,7.616,12.58,1008.779,31.661,1886.79,0.15,0.332,1.18
11/11/2005,119.99,7.664,12.67,1017.3,31.892,1900.48,0.16,0.34,1.21
11/14/2005,118.8,7.539,12.46,1007.999,31.639,1885.98,0.16,0.342,1.21
11/15/2005,118.25,7.489,12.36,1006.347,31.599,1885.85,0.16,0.341,1.21
11/16/2005,118.73,7.55,12.45,1003.714,31.527,1888.92,0.16,0.343,1.22
11/17/2005,121.44,7.722,12.73,1011.904,31.735,1907.13,0.16,0.344,1.23
11/18/2005,122.55,7.799,12.84,1020.654,32.027,1919.65,0.16,0.345,1.23
11/21/2005,123.7,7.837,12.87,1019.12,32.006,1919.81,0.16,0.342,1.22
11/22/2005,123.39,7.787,12.81,1017.643,31.951,1919.85,0.15,0.332,1.19
11/23/2005,123.94,7.822,12.86,1035.718,32.491,1942.79,0.16,0.345,1.24
11/24/2005,124.07,7.779,12.77,1040.384,32.659,1945.45,0.16,0.346,1.24
11/25/2005,123.54,7.781,12.78,1039.761,32.643,1944.9,0.16,0.345,1.24
11/28/2005,125.7,7.89,12.94,1040.145,32.658,1947.3,0.16,0.346,1.24
11/29/2005,124.86,7.858,12.92,1033.28,32.498,1938.18,0.16,0.343,1.23
11/30/2005,124.29,7.801,12.84,1025.498,32.287,1926.2,0.16,0.349,1.26
12/1/2005,125.61,7.867,12.95,1030.562,32.448,1942.99,0.16,0.35,1.26
12/2/2005,127.75,7.979,13.12,1035.128,32.623,1960.19,0.16,0.351,1.26
12/5/2005,128.55,8.02,13.21,1033.722,32.599,1954.91,0.16,0.354,1.27
12/6/2005,127.44,7.983,13.15,1026.432,32.396,1933.25,0.16,0.358,1.28
12/7/2005,128.15,8.035,13.23,1033.483,32.596,1951.77,0.16,0.361,1.28
12/8/2005,126.01,7.904,13.02,1020.172,32.262,1918.88,0.16,0.36,1.28
12/9/2005,127.77,8.023,13.2,1025.46,32.441,1922.81,0.16,0.358,1.27
12/12/2005,131.17,8.189,13.48,1029.2,32.624,1932.44,0.17,0.362,1.29
12/13/2005,131.43,8.234,13.55,1025.69,32.495,1927.18,0.17,0.365,1.3
12/14/2005,132.13,8.307,13.69,1029.542,32.613,1931.67,0.17,0.366,1.31
12/15/2005,130.86,8.23,13.58,1035.381,32.794,1942.46,0.17,0.367,1.32
12/16/2005,131.06,8.268,13.65,1030.885,32.733,1938.64,0.17,0.361,1.3
12/19/2005,132.63,8.302,13.7,1040.908,33.025,1958.46,0.17,0.367,1.32
12/20/2005,133.79,8.367,13.81,1039.359,32.951,1956.71,0.17,0.367,1.32
12/21/2005,135.89,8.447,13.93,1042.995,33.038,1963.41,0.17,0.372,1.33
12/22/2005,136.67,8.518,14.04,1042.385,32.972,1958.26,0.17,0.372,1.33
12/23/2005,137.04,8.541,14.08,1046.092,33.087,1958.32,0.17,0.377,1.34
12/26/2005,138.47,8.591,14.18,1046.092,33.087,1958.32,0.17,0.379,1.35
12/27/2005,136.39,8.47,13.99,1046.128,33.077,1958.38,0.18,0.382,1.36
12/28/2005,137.97,8.538,14.09,1042.955,33.009,1947.88,0.17,0.379,1.35
12/29/2005,138.79,8.554,14.13,1042.517,33.037,1940.54,0.18,0.382,1.37
12/30/2005,136.5,8.467,13.98,1033.878,32.84,1918.66,0.18,0.382,1.36
1/2/2006,136.5,8.467,13.98,1033.878,32.84,1918.66,0.18,0.383,1.37
1/3/2006,138.12,8.567,14.14,1035.419,32.885,1927.4,0.18,0.386,1.39
1/4/2006,140.65,8.72,14.38,1050.788,33.376,1960.32,0.18,0.394,1.4
1/5/2006,141.76,8.815,14.54,1054.741,33.594,1969.55,0.18,0.395,1.41
1/6/2006,143.32,8.898,14.7,1061.044,33.799,1979.02,0.18,0.399,1.43
1/9/2006,143.72,8.923,14.74,1076.182,34.23,2005.82,0.18,0.402,1.44
1/10/2006,140.84,8.761,14.49,1077.46,34.235,2008.71,0.18,0.398,1.42
1/11/2006,143.23,8.853,14.64,1079.522,34.267,2019.04,0.18,0.394,1.42
1/12/2006,144.1,8.926,14.76,1083.63,34.417,2028.03,0.18,0.4,1.44
1/13/2006,143.86,8.889,14.7,1086.551,34.492,2036.72,0.18,0.399,1.43
1/16/2006,141.54,8.767,14.53,1083.015,34.449,2034.9,0.19,0.402,1.45
1/17/2006,136.43,8.517,14.08,1072.567,34.079,2008.77,0.18,0.392,1.4
1/18/2006,133.11,8.297,13.66,1069.655,33.953,1996.66,0.18,0.381,1.36
1/19/2006,136.42,8.524,14.08,1081.419,34.353,2020.99,0.18,0.387,1.38
1/20/2006,136.09,8.552,14.08,1077.484,34.285,2019.62,0.17,0.379,1.34
1/23/2006,134.01,8.43,13.85,1066.208,33.876,1994.28,0.17,0.377,1.32
1/24/2006,136.5,8.54,14.06,1074.818,34.167,2002.5,0.18,0.388,1.36
1/25/2006,135.2,8.481,13.98,1076.512,34.246,2000.73,0.18,0.396,1.39
1/26/2006,136.87,8.586,14.15,1075.697,34.2,2000.94,0.18,0.396,1.4
1/27/2006,140.74,8.787,14.45,1090.225,34.628,2030.96,0.18,0.404,1.43
1/30/2006,140.68,8.808,14.49,1090.139,34.634,2030.8,0.18,0.404,1.43
1/31/2006,142.23,8.893,14.61,1090.128,34.631,2030.78,0.19,0.413,1.45
2/1/2006,139.92,8.753,14.38,1086.326,34.648,2029.29,0.19,0.408,1.43
2/2/2006,141.09,8.797,14.45,1083.656,34.598,2022.94,0.18,0.403,1.41
2/3/2006,139.83,8.72,14.34,1066.973,34.181,1988.94,0.18,0.391,1.37
2/6/2006,140.97,8.757,14.41,1071.953,34.32,2004.07,0.18,0.398,1.39
2/7/2006,141.64,8.804,14.51,1072.891,34.363,1999.78,0.18,0.393,1.38
2/8/2006,137.24,8.547,14.1,1065.584,34.109,1980.38,0.17,0.384,1.35
2/9/2006,138.65,8.614,14.19,1068.385,34.174,1985.83,0.18,0.388,1.36
2/10/2006,138.18,8.571,14.11,1067.728,34.199,1988.07,0.18,0.393,1.38
2/13/2006,134.78,8.373,13.73,1063.08,34.055,1973.1,0.17,0.385,1.35
2/14/2006,137.81,8.501,13.92,1069.959,34.263,1986.99,0.18,0.388,1.37
2/15/2006,135.62,8.436,13.83,1070.108,34.282,1987.15,0.17,0.379,1.34
2/16/2006,136.13,8.475,13.84,1072.352,34.379,1990.95,0.17,0.382,1.35
2/17/2006,132.65,8.311,13.55,1071.017,34.38,1994.2,0.18,0.39,1.37
2/20/2006,130.54,8.175,13.29,1080.399,34.636,2009.98,0.18,0.396,1.39
2/21/2006,133.62,8.328,13.56,1079.664,34.613,2013.42,0.18,0.394,1.39
2/22/2006,133.07,8.326,13.57,1077.409,34.552,2014.51,0.18,0.39,1.38
2/23/2006,137.43,8.59,14.01,1090.228,34.932,2037.92,0.18,0.398,1.4
2/24/2006,137.77,8.641,14.1,1091.277,34.999,2043.72,0.18,0.401,1.41
2/27/2006,139.56,8.782,14.28,1097.14,35.19,2055.82,0.18,0.403,1.42
2/28/2006,139.91,8.816,14.34,1091.889,35.027,2051.71,0.18,0.399,1.41
3/1/2006,137.66,8.671,14.1,1091.681,35.021,2039.02,0.18,0.399,1.41
3/2/2006,137,8.649,14.06,1096.952,35.228,2047.3,0.18,0.399,1.41
3/3/2006,134.41,8.517,13.84,1094.493,35.21,2036.71,0.18,0.387,1.37
3/6/2006,135.31,8.518,13.84,1092.73,35.157,2037.79,0.18,0.39,1.38
3/7/2006,133.52,8.454,13.74,1076.833,34.694,2010.34,0.17,0.38,1.35
3/8/2006,132.59,8.388,13.62,1070.917,34.539,1996.22,0.17,0.377,1.34
3/9/2006,136.36,8.58,13.95,1071.62,34.6,1998.43,0.17,0.375,1.34
3/10/2006,135.31,8.499,13.83,1069.809,34.608,1989.78,0.17,0.378,1.35
3/13/2006,137.31,8.632,14.05,1077.357,34.843,2002.94,0.18,0.384,1.36
3/14/2006,138.23,8.7,14.18,1074.81,34.793,2000.42,0.18,0.383,1.36
3/15/2006,138.84,8.704,14.18,1088.163,35.1,2026.15,0.18,0.386,1.37
3/16/2006,137.45,8.626,14.05,1090.799,35.213,2027.53,0.18,0.387,1.37
3/17/2006,140.7,8.797,14.33,1095.05,35.335,2036.92,0.18,0.39,1.38
3/20/2006,142.97,8.916,14.52,1099.467,35.471,2053.16,0.18,0.393,1.39
3/21/2006,142.04,8.859,14.42,1100.376,35.545,2052.04,0.18,0.39,1.38
3/22/2006,141.16,8.849,14.43,1088.252,35.214,2015.74,0.17,0.38,1.35
3/23/2006,140.1,8.752,14.27,1096.2,35.438,2032.5,0.17,0.381,1.35
3/24/2006,140.68,8.803,14.35,1098.098,35.506,2025.51,0.17,0.382,1.35
3/27/2006,142.9,8.914,14.54,1108.442,35.828,2038.27,0.18,0.388,1.36
3/28/2006,142.88,8.889,14.49,1107.606,35.82,2043.55,0.18,0.388,1.36
3/29/2006,143.39,8.887,14.49,1101.72,35.712,2028.94,0.18,0.388,1.37
3/30/2006,145.32,9.032,14.72,1105.932,35.846,2046.36,0.18,0.389,1.37
3/31/2006,144.59,8.995,14.65,1102.677,35.775,2036.77,0.18,0.397,1.4
4/3/2006,146.92,9.126,14.87,1117.247,36.257,2070.09,0.18,0.404,1.42
4/4/2006,147.19,9.136,14.89,1119.454,36.436,2074.95,0.19,0.41,1.44
4/5/2006,146.56,9.119,14.84,1119.486,36.454,2075.01,0.19,0.413,1.45
4/6/2006,148.59,9.278,15.09,1143.867,37.186,2115.21,0.19,0.417,1.47
4/7/2006,148.79,9.296,15.11,1145.969,37.224,2123.67,0.19,0.418,1.47
4/10/2006,147.49,9.23,15.02,1146.914,37.212,2129.88,0.19,0.415,1.47
4/11/2006,146.86,9.176,14.92,1143.351,37.133,2123.43,0.19,0.41,1.45
4/12/2006,144.97,9.047,14.72,1134.208,36.861,2102.3,0.19,0.406,1.44
4/13/2006,145.24,9.055,14.73,1140.518,37.121,2117.84,0.19,0.411,1.46
4/14/2006,145.54,9.06,14.73,1140.518,37.121,2117.84,0.19,0.421,1.49
4/17/2006,144.55,8.998,14.62,1140.564,37.123,2117.93,0.19,0.42,1.49
4/18/2006,146.51,9.11,14.81,1149.02,37.335,2145.21,0.19,0.422,1.5
4/19/2006,147.28,9.138,14.83,1158.903,37.587,2170.45,0.2,0.429,1.52
4/20/2006,147.33,9.177,14.87,1167.709,37.808,2185.04,0.2,0.426,1.51
4/21/2006,148.83,9.275,15.02,1171.004,37.89,2180.93,0.2,0.433,1.53
4/24/2006,147.14,9.195,14.88,1162.612,37.543,2154.67,0.2,0.429,1.52
4/25/2006,147.84,9.239,14.98,1152.729,37.112,2138.03,0.2,0.427,1.51
4/26/2006,148.47,9.249,15,1154.827,37.205,2149.86,0.2,0.433,1.53
4/27/2006,150.13,9.349,15.17,1160.857,37.435,2159.1,0.2,0.434,1.54
4/28/2006,148.04,9.254,15.03,1161.039,37.416,2148.84,0.2,0.424,1.51
5/1/2006,149.8,9.361,15.2,1161.088,37.419,2148.93,0.2,0.424,1.51
5/2/2006,151.53,9.457,15.35,1173.495,37.84,2175.37,0.2,0.432,1.53
5/3/2006,150.97,9.422,15.29,1182.739,38.153,2196.21,0.2,0.433,1.54
5/4/2006,151.08,9.43,15.3,1181.254,38.101,2194.62,0.2,0.433,1.53
5/5/2006,152.69,9.53,15.46,1181.311,38.113,2194.73,0.2,0.433,1.53
5/8/2006,155.13,9.707,15.75,1191.854,38.419,2232.1,0.2,0.443,1.57
5/9/2006,154.7,9.697,15.73,1174.677,37.978,2210.32,0.2,0.441,1.56
5/10/2006,153.29,9.624,15.6,1164.625,37.785,2203.34,0.2,0.443,1.56
5/11/2006,152.33,9.537,15.46,1171.142,37.938,2210.9,0.2,0.443,1.57
5/12/2006,150.28,9.426,15.28,1160.656,37.644,2179.82,0.2,0.437,1.55
5/15/2006,149.51,9.406,15.25,1135.265,36.845,2127.46,0.19,0.422,1.5
5/16/2006,146.79,9.216,14.94,1126.554,36.528,2114.34,0.19,0.413,1.46
5/17/2006,148.53,9.318,15.09,1135.201,36.882,2142.89,0.19,0.423,1.5
5/18/2006,145.42,9.093,14.75,1114.695,36.139,2097.75,0.19,0.407,1.44
5/19/2006,144.06,8.998,14.61,1115.333,36.158,2103.41,0.19,0.409,1.45
5/22/2006,141.46,8.87,14.41,1090.65,35.228,2038.25,0.18,0.397,1.41
5/23/2006,140.17,8.731,14.19,1087.835,35.131,2045.72,0.18,0.398,1.41
5/24/2006,141.18,8.791,14.25,1086.397,35.182,2040.08,0.18,0.396,1.4
5/25/2006,140.17,8.706,14.15,1077.008,34.947,2023.74,0.18,0.386,1.37
5/26/2006,141.8,8.822,14.33,1092.12,35.4,2049.29,0.18,0.395,1.4
5/29/2006,141.41,8.841,14.36,1091.567,35.494,2058.14,0.18,0.397,1.4
5/30/2006,141.73,8.883,14.41,1084.327,35.445,2044.19,0.18,0.392,1.39
5/31/2006,137.97,8.676,14.09,1084.318,35.424,2044.17,0.18,0.392,1.39
6/1/2006,137.92,8.69,14.1,1073.807,35.136,2016.67,0.18,0.385,1.37
6/2/2006,141.67,8.897,14.41,1082.114,35.401,2051.09,0.18,0.39,1.38
6/5/2006,140.15,8.805,14.27,1088.263,35.547,2064.25,0.18,0.39,1.38
6/6/2006,135.54,8.529,13.81,1089.209,35.459,2058.43,0.18,0.39,1.38
6/7/2006,132.85,8.333,13.5,1074.798,35.034,2037.71,0.17,0.377,1.34
6/8/2006,128,8.019,12.97,1048.203,34.19,1990.46,0.17,0.361,1.28
6/9/2006,129.62,8.139,13.17,1054.417,34.339,2013.63,0.17,0.364,1.29
6/12/2006,129.69,8.146,13.21,1053.032,34.311,2012.73,0.17,0.364,1.3
6/13/2006,123.42,7.789,12.66,1026.283,33.446,1962.57,0.16,0.351,1.25
6/14/2006,124.6,7.851,12.77,1021.052,33.222,1964.34,0.16,0.356,1.27
6/15/2006,125.97,7.948,12.94,1033.142,33.599,1988.61,0.16,0.356,1.27
6/16/2006,129.42,8.213,13.35,1056.828,34.387,2040.46,0.17,0.37,1.32
6/19/2006,128.67,8.128,13.23,1049.99,34.152,2030.47,0.17,0.364,1.3
6/20/2006,127.44,8.073,13.14,1041.829,33.893,2009.75,0.17,0.358,1.28
6/21/2006,127.37,8.052,13.09,1041.264,33.869,2016.18,0.17,0.358,1.28
6/22/2006,130.73,8.232,13.38,1054.522,34.28,2037.84,0.17,0.363,1.3
6/23/2006,130.16,8.19,13.3,1053.693,34.224,2034.91,0.17,0.361,1.29
6/26/2006,130.24,8.205,13.31,1054.243,34.254,2034.67,0.17,0.363,1.29
6/27/2006,130.58,8.216,13.34,1051.195,34.185,2031.15,0.17,0.367,1.3
6/28/2006,128,8.09,13.13,1046.051,34.051,2026.64,0.17,0.364,1.29
6/29/2006,130.21,8.222,13.33,1058.989,34.489,2042.42,0.17,0.371,1.31
6/30/2006,135.64,8.577,13.88,1086.395,35.324,2094.45,0.18,0.385,1.37
7/3/2006,135.75,8.578,13.89,1091.125,35.477,2101.99,0.18,0.386,1.37
7/4/2006,136.46,8.63,13.98,1093.158,35.526,2107.19,0.18,0.385,1.36
7/5/2006,134.16,8.479,13.74,1084.704,35.303,2093.06,0.17,0.381,1.35
7/6/2006,133.07,8.428,13.66,1093.085,35.566,2115.72,0.17,0.376,1.33
7/7/2006,134.28,8.523,13.8,1092.11,35.515,2118.48,0.17,0.379,1.34
7/10/2006,136.33,8.634,13.97,1095.397,35.623,2136.69,0.18,0.388,1.38
7/11/2006,135.41,8.572,13.88,1087.47,35.424,2121.39,0.18,0.387,1.37
7/12/2006,131.94,8.36,13.53,1088.435,35.418,2124.94,0.18,0.385,1.37
7/13/2006,131.01,8.315,13.46,1078.255,35.116,2096.86,0.18,0.38,1.35
7/14/2006,127.62,8.082,13.08,1068.65,34.794,2075.12,0.17,0.37,1.32
7/17/2006,126.75,8.027,12.99,1059.718,34.545,2066.05,0.17,0.37,1.32
7/18/2006,123.04,7.777,12.57,1061.866,34.607,2063.75,0.17,0.362,1.29
7/19/2006,123.86,7.807,12.6,1060.142,34.596,2070.13,0.17,0.361,1.29
7/20/2006,128.04,8.106,13.09,1081.317,35.195,2118.37,0.17,0.376,1.34
7/21/2006,127.65,8.088,13.05,1079.928,35.177,2117.43,0.17,0.377,1.34
7/24/2006,126.78,8.042,12.98,1080.297,35.173,2118.99,0.17,0.373,1.33
7/25/2006,128.4,8.15,13.13,1085.022,35.339,2132.23,0.17,0.379,1.34
7/26/2006,127.38,8.079,13.01,1089.845,35.476,2136.44,0.17,0.379,1.34
7/27/2006,131.43,8.297,13.35,1102.558,35.874,2176.59,0.18,0.384,1.36
7/28/2006,133.77,8.453,13.6,1100.93,35.808,2181.53,0.18,0.384,1.36
7/31/2006,135.07,8.529,13.74,1105.072,35.944,2183.86,0.18,0.384,1.36
8/1/2006,134.09,8.451,13.61,1104.532,35.88,2175.71,0.17,0.38,1.35
8/2/2006,134.97,8.502,13.7,1112.709,36.103,2191.19,0.17,0.381,1.35
8/3/2006,134.47,8.474,13.64,1113.535,36.132,2193.27,0.17,0.379,1.34
8/4/2006,135.73,8.546,13.76,1099.876,35.751,2172.43,0.18,0.383,1.35
8/7/2006,131.78,8.319,13.39,1101.047,35.756,2180.36,0.17,0.38,1.34
8/8/2006,134.39,8.442,13.58,1104.674,35.858,2192.37,0.18,0.385,1.36
8/9/2006,135.95,8.523,13.71,1118.897,36.29,2230.5,0.18,0.388,1.37
8/10/2006,135.41,8.521,13.71,1111.512,36.071,2214.54,0.18,0.385,1.36
8/11/2006,134.13,8.444,13.6,1116.587,36.218,2217.96,0.17,0.379,1.34
8/14/2006,136.18,8.538,13.75,1121.91,36.323,2222.74,0.17,0.378,1.34
8/15/2006,136.33,8.589,13.84,1122.9,36.349,2220.53,0.17,0.378,1.34
8/16/2006,138.81,8.74,14.08,1137.207,36.779,2243.88,0.18,0.384,1.36
8/17/2006,138.68,8.772,14.12,1138.2,36.807,2234.21,0.18,0.39,1.38
8/18/2006,139.16,8.806,14.18,1141.033,36.904,2229.33,0.18,0.393,1.39
8/21/2006,137.82,8.7,14.02,1125.666,36.446,2187.44,0.18,0.391,1.38
8/22/2006,138.95,8.755,14.1,1132.333,36.643,2205.31,0.18,0.395,1.4
8/23/2006,138.71,8.742,14.08,1129.033,36.536,2197.13,0.18,0.392,1.39
8/24/2006,137.21,8.662,13.95,1116.765,36.179,2170.83,0.18,0.386,1.37
8/25/2006,135.89,8.571,13.81,1115.56,36.109,2179.45,0.18,0.389,1.38
8/28/2006,134.53,8.483,13.66,1109.438,35.921,2175.31,0.18,0.387,1.38
8/29/2006,135.93,8.587,13.82,1118.301,36.196,2196.4,0.18,0.393,1.4
8/30/2006,135.61,8.556,13.78,1130.612,36.574,2222.38,0.18,0.391,1.4
8/31/2006,137.62,8.656,13.94,1141.843,36.901,2236.45,0.18,0.394,1.41
9/1/2006,137.52,8.65,13.92,1147.993,37.047,2240.08,0.18,0.395,1.41
9/4/2006,141.08,8.84,14.23,1154.212,37.29,2251.84,0.18,0.398,1.42
9/5/2006,141.14,8.834,14.22,1148.699,37.109,2242.19,0.18,0.4,1.42
9/6/2006,139.61,8.746,14.08,1139.907,36.898,2219.05,0.18,0.399,1.42
9/7/2006,137.51,8.598,13.86,1133.798,36.75,2198.4,0.18,0.396,1.41
9/8/2006,137.75,8.611,13.88,1139.016,36.875,2204.43,0.18,0.396,1.42
9/11/2006,134.16,8.414,13.56,1125.637,36.536,2178.77,0.18,0.389,1.39
9/12/2006,133.49,8.359,13.47,1129.44,36.608,2194.85,0.18,0.387,1.38
9/13/2006,133.87,8.368,13.46,1139.167,36.888,2211.7,0.18,0.389,1.39
9/14/2006,135.79,8.465,13.61,1139.631,36.898,2208.1,0.18,0.396,1.42
9/15/2006,134.94,8.426,13.55,1145.3,37.024,2214.92,0.18,0.398,1.42
9/18/2006,134.46,8.396,13.5,1157.122,37.39,2233.61,0.19,0.403,1.44
9/19/2006,135.48,8.445,13.59,1158.72,37.461,2227.89,0.19,0.405,1.44
9/20/2006,134.08,8.322,13.39,1160.544,37.466,2249.44,0.19,0.403,1.44
9/21/2006,135.59,8.413,13.53,1165.157,37.637,2263.61,0.19,0.406,1.45
9/22/2006,134.35,8.352,13.44,1158.744,37.471,2261.27,0.18,0.399,1.42
9/25/2006,134.2,8.315,13.39,1152.409,37.282,2254.12,0.19,0.402,1.44
9/26/2006,132.93,8.226,13.24,1141.879,36.96,2222.68,0.18,0.399,1.42
9/27/2006,135.88,8.424,13.56,1150.257,37.205,2249.51,0.19,0.405,1.44
9/28/2006,135.97,8.45,13.6,1149.459,37.223,2250.75,0.19,0.408,1.45
9/29/2006,136.6,8.479,13.64,1147.341,37.199,2251.35,0.19,0.406,1.45
10/2/2006,138.07,8.581,13.8,1147.333,37.202,2251.33,0.19,0.406,1.45
10/3/2006,137.78,8.532,13.72,1150.387,37.335,2259.75,0.19,0.406,1.45
10/4/2006,136.26,8.449,13.57,1150.07,37.337,2262.46,0.18,0.399,1.42
10/5/2006,139.77,8.643,13.88,1163.722,37.74,2299.47,0.18,0.399,1.42
10/6/2006,138.17,8.564,13.74,1164.814,37.771,2299.7,0.18,0.399,1.42
10/9/2006,137.98,8.553,13.72,1154.019,37.429,2269.13,0.18,0.387,1.37
10/10/2006,137.73,8.53,13.67,1159.066,37.581,2287.11,0.18,0.39,1.38
10/11/2006,137.15,8.482,13.56,1157.672,37.524,2292.01,0.18,0.39,1.38
10/12/2006,136.96,8.447,13.5,1158.496,37.547,2293.96,0.18,0.392,1.39
10/13/2006,137.96,8.493,13.58,1162.588,37.665,2309.64,0.18,0.398,1.41
10/16/2006,139.99,8.627,13.8,1162.252,37.678,2313.94,0.18,0.4,1.42
10/17/2006,139.94,8.625,13.8,1159.624,37.584,2315.22,0.18,0.399,1.42
10/18/2006,139.85,8.6,13.76,1160.469,37.655,2318.42,0.18,0.399,1.42
10/19/2006,139.87,8.627,13.82,1158.614,37.707,2309.64,0.18,0.397,1.41
10/20/2006,140.21,8.647,13.84,1169.035,38.006,2326.65,0.19,0.399,1.42
10/23/2006,140.72,8.685,13.91,1167.117,37.962,2324.26,0.18,0.398,1.42
10/24/2006,140.46,8.696,13.92,1170.038,38.03,2332.75,0.19,0.399,1.43
10/25/2006,140.19,8.673,13.88,1167.294,37.945,2333.29,0.19,0.401,1.43
10/26/2006,141.76,8.775,14.04,1172.755,38.076,2358.71,0.19,0.405,1.45
10/27/2006,141.74,8.775,14.04,1169.734,37.935,2352.15,0.19,0.404,1.45
10/30/2006,139.19,8.623,13.8,1170.232,37.933,2353.15,0.19,0.401,1.44
10/31/2006,139.98,8.626,13.81,1167.087,37.934,2355.24,0.19,0.404,1.45
11/1/2006,139.99,8.665,13.87,1174.413,38.158,2372.8,0.19,0.407,1.46
11/2/2006,139.62,8.639,13.83,1184.319,38.462,2406.49,0.19,0.41,1.47
11/3/2006,138.48,8.568,13.71,1187.287,38.557,2410.52,0.19,0.411,1.48
11/6/2006,138.19,8.538,13.65,1191.89,38.664,2433.47,0.19,0.406,1.46
11/7/2006,139.57,8.612,13.76,1201.298,38.952,2432.41,0.19,0.41,1.48
11/8/2006,137.52,8.487,13.55,1198.329,38.833,2416.54,0.19,0.41,1.48
11/9/2006,136.96,8.418,13.44,1201.185,38.935,2434.59,0.19,0.416,1.49
11/10/2006,137.17,8.436,13.46,1201.853,38.953,2427.24,0.19,0.416,1.49
11/13/2006,135.65,8.334,13.28,1198.41,38.867,2423.69,0.19,0.417,1.49
